serial,B1,I1,N1,G1,O1,B2,I2,N2,G2,O2,B3,I3,N3,G3,O3,B4,I4,N4,G4,O4,B5,I5,N5,G5,O5,firma
2448,1,27,40,53,62,3,22,45,51,75,7,26,LIBRE,55,61,4,30,32,50,67,9,23,39,54,72,47209681ad8570a324b544150748c277cece42e4c72d4375d64808abb1a02f50
2449,9,24,38,54,69,1,23,32,49,75,7,27,LIBRE,48,73,12,22,36,52,67,11,30,31,58,71,ca3c22e32cc3bf988010f139217e6fac8d94d0ad8e4e0246d45ba95ef8fefc4c
2450,6,26,43,52,61,8,28,40,56,74,13,22,LIBRE,59,66,2,17,35,53,63,7,18,32,47,73,834d1a14671f76d1dcb6e45aab5a65f64ec10409e4248aa746879f440ec39276
2451,11,17,31,53,63,3,21,45,58,64,15,28,LIBRE,46,65,14,19,40,52,70,4,18,41,50,71,a2139fbce0f67db9a965d1c7004b7f8fe51149ad2df5403ea427ad925efeecb2
2452,4,29,41,53,66,11,30,43,55,68,15,18,LIBRE,52,75,2,26,45,47,74,14,28,42,48,70,86a8187fdacb663f93a2ce16b40224d3741fb532917eb5bd29f6a918b22b3346
2453,13,20,34,53,74,4,23,37,46,63,9,27,LIBRE,56,72,15,18,38,59,68,8,22,31,60,69,fc5adf154452588f430db587ff9f7ef38cf470645bad1fc1911bf590c7a5b7d5
2454,8,26,36,46,62,6,27,32,53,71,4,24,LIBRE,56,66,13,16,33,49,65,12,29,43,55,68,dc5bfef0d46f301152fd0a90744e698e71ad647ed331ff1e7668b5a17a90d094
2455,11,25,42,58,62,10,28,39,47,74,3,29,LIBRE,51,63,8,20,32,55,64,13,23,35,53,65,2c5f962c245d71c13e7e956b63db4d8bca1f96a0a06e854f741e01b6c5ac7116
2456,2,20,44,55,68,13,30,33,46,65,7,16,LIBRE,59,74,4,17,41,60,63,8,26,31,58,61,59016e634bebd7831759387f5741648f7eaf97d5241784e5639948ba35b7c89b
2457,10,18,38,46,64,11,19,34,60,72,15,27,LIBRE,58,71,9,30,45,53,62,14,23,44,55,69,019a8bc22c50da40e238ebf4a0a8a7a064132d8113a55b5fb1641f0fa23f77f2
2458,1,23,44,47,61,10,28,45,53,75,6,17,LIBRE,51,66,8,16,33,49,63,13,21,36,59,73,7060b5c99c14373d0dd2b4ef6ea55348ba084244aa5f102bcf905f33883e76f2
2459,1,18,37,58,71,15,19,44,60,66,5,21,LIBRE,53,70,11,24,43,55,64,3,25,45,49,69,2115d9eaa9c5b84c535d1d89342da2b51b2e4f7a1a05840b99541c78c8667c15
2460,10,25,42,52,69,8,24,45,55,75,3,26,LIBRE,49,67,11,30,38,57,72,15,28,43,51,73,9e90af2a1d32e267e140e8fcd6c753254cf9474ddca8b0f49e26f436fc150eea
2461,1,21,32,52,68,12,26,40,58,63,11,19,LIBRE,46,64,4,24,38,53,73,7,23,33,60,75,156cb097fbb95009220fa10c4b9888d721d9195cdea3a34be562eb98efdac1e2
2462,6,24,31,54,62,4,30,40,59,71,12,19,LIBRE,55,69,5,16,45,48,66,7,18,39,47,65,f7ab59c4a35e7992bba5bb73bca04d55eb7a7c336038137bf1bc7e3ddd60a101
2463,2,18,35,57,68,15,17,42,58,62,14,27,LIBRE,53,61,3,30,43,49,70,13,28,36,55,66,76280c8008c7b2e6afb4486d3a3f9ff5ce2ba5352b292900741a078993ff011e
2464,9,23,31,54,63,2,21,37,50,73,11,22,LIBRE,47,72,3,16,38,60,67,4,25,40,53,69,0f7f413d8b16ee0923d5ff2c97b9eed5520d286aeb05cf123441ea6f4c661a2c
2465,4,22,41,54,72,8,20,39,53,65,7,28,LIBRE,59,69,13,24,33,60,62,3,18,43,46,67,c3aac257c0605374e56666bd904a674172ba9ab913eca36fd9056a9356439b1e
2466,9,21,38,51,68,7,29,40,52,70,14,16,LIBRE,53,66,3,19,34,55,63,8,26,43,50,75,a0916b2e7f59685d916494e296022742d558fd5bdf656a2bd118824da237d85d
2467,2,25,40,47,68,3,28,45,60,70,8,27,LIBRE,54,65,11,16,37,50,67,13,17,35,59,69,2c06a30947db98fad191beba9fd37052eee6ed123f14def4f2d3707e2146c8ac
2468,15,18,31,55,69,5,29,40,52,67,10,24,LIBRE,59,71,6,21,45,53,68,11,22,43,48,66,35f3f4b5d107991b3e1853127159dc02f56384d5467a1a533defa71955f009c3
2469,5,24,38,54,67,8,16,45,48,65,1,26,LIBRE,47,62,6,29,32,53,66,15,22,40,50,70,4f28b729b08a9069c3f7466ff25bc49ee2487957ca6eb6e6c2bfaf28bbc6a03f
2470,10,25,35,46,75,2,18,45,49,66,14,29,LIBRE,50,73,5,20,33,47,74,12,19,38,53,61,3924d4b4a16c03280487d6f981317f42f3431cf0f082d112318a5ec9dfdd4113
2471,1,19,31,47,61,12,20,39,55,71,9,30,LIBRE,50,62,8,24,36,59,69,5,22,37,46,72,77d872a0b08f563cecb7b847c0b5088da4046ebc722d25832c6fa496bb5307de
2472,15,23,31,48,73,4,19,44,51,63,9,29,LIBRE,50,62,5,20,40,49,71,1,18,41,57,74,eabe2b9e0232b74613abe1fdeb5c4df6790600a247d83928a10c5868ee39842d
2473,10,16,40,57,67,7,18,43,48,72,5,27,LIBRE,54,62,14,24,31,56,68,11,20,42,52,63,a2e5174d842a27e5e344f201b749be34ba142581b9f9b1fe554c8a4bb49fbcda
2474,8,22,33,47,69,10,19,32,58,73,2,20,LIBRE,49,66,12,29,34,48,74,4,21,35,57,63,c8f3a3aa8df508dc1e890bcf8052dd8abbdf96fdf821901a96eeabcdcd59a313
2475,10,19,40,47,68,15,25,33,54,75,4,22,LIBRE,53,71,5,18,32,55,72,12,23,36,59,66,5d99cf441ff5730a9a355dc53d637ddf3ab2049d37e8bbefe988609c9236bbe1
2476,6,27,32,48,73,9,18,37,55,62,8,22,LIBRE,52,71,12,16,35,49,68,2,19,31,57,74,32d9fcd54a96c3ce7b2ad92c24f6292b59dfdf0183e1e67d5405e145c3b4d53d
2477,14,29,38,59,67,15,28,37,56,70,8,26,LIBRE,51,65,13,27,36,48,71,4,18,41,50,69,5658f8549a24e2d523862079fbfec3f7a1e5090fee83a1e17e8c4b0f421d04ec
2478,3,27,39,49,64,8,24,44,50,68,12,28,LIBRE,55,61,10,20,32,57,74,13,29,34,60,73,d0e0d3a7e76862f411a51df878aab6a3667104f164b1c802a1a660b816dc6b0d
2479,10,26,37,56,63,4,22,40,49,70,3,23,LIBRE,60,61,11,30,45,58,67,8,28,36,59,74,c6f7f25d5495b6757913e93fbc488075b29e8bbe3b1d7321fc8be1e1ecd833af
2480,13,24,33,54,64,4,21,45,51,71,15,27,LIBRE,58,75,14,29,39,46,61,6,28,32,49,69,db04d1a3d4b9748018ccbd07a92b48d80c46964b690d99d8cfae35a1853b6a67
2481,10,26,33,49,75,2,16,43,55,62,4,18,LIBRE,57,70,6,25,36,53,68,5,23,32,48,73,313ea3ea6b09524be994cc092fdedd885c1190aab6dbeb8fc46767bb3eaa06f3
2482,11,21,38,51,61,8,17,40,57,74,4,28,LIBRE,48,62,10,18,32,60,66,6,24,35,52,70,adc902c02b7bf4d0fd545aa916042397c35bdcfbcc467d242931f4368541abbe
2483,13,21,31,54,61,7,25,45,51,67,15,18,LIBRE,52,69,9,20,34,59,65,5,24,33,56,64,202201aecd2ccc353d99959dd50a8ea2bf423d990044d37a2087e4b2dc43a7e6
2484,13,17,32,51,73,12,19,42,52,71,11,30,LIBRE,56,63,3,21,33,53,66,15,28,44,49,67,a64a028f2ec5751a44cfd4eb278fae5accdf25220f0e700b2f042cbcef388448
2485,14,20,35,59,64,8,30,34,50,61,7,17,LIBRE,56,69,4,22,32,52,63,1,25,33,49,73,23d9a84f9eb1be917a2fa0ac40173ccd62f739b5d79dbac0de1749c553bc6fd6
2486,5,16,36,59,75,6,18,41,58,67,12,19,LIBRE,51,71,9,30,34,55,69,10,20,39,60,65,4c8942188f057e86350c341f5c5d28f99bd0e91b706b325524a9f5540ba1604d
2487,7,29,42,57,62,8,16,33,46,68,14,19,LIBRE,53,72,2,21,39,59,69,15,27,35,51,71,52c7ce2b35fde8e9b12bbafea22d0c36fd38f070933d47bc722fbe8e07b96677
2488,15,22,36,56,71,13,20,44,58,73,3,19,LIBRE,51,69,10,29,40,53,63,2,30,39,52,72,4f2ab3fff175c3226eb3a2e40c3ee7c27bc3548ca804daf0c886b7f6172a392a
2489,10,18,37,49,69,7,16,38,51,67,9,25,LIBRE,54,65,5,20,44,57,61,6,17,32,56,75,a8d32b0074f0d4a6d834538a7ea247b8fa3fff802ba323d558d7df05e0d6c6ad
2490,9,27,37,56,64,2,24,32,48,61,14,26,LIBRE,50,62,11,18,33,57,67,6,29,38,59,69,d9934dbb193a7c668fe482ebc37494d89b3c8b58877c81e9d58aec3dd0293078
2491,12,23,32,53,68,13,28,39,49,67,6,16,LIBRE,47,70,3,30,37,57,74,1,22,34,59,62,a38c7ad9d2866e42cf7fdd06bbae983f79a770997c42ce5df78f2e23cc39b678
2492,7,26,40,50,70,15,18,34,57,72,14,25,LIBRE,52,73,11,29,44,53,68,10,17,41,51,62,e1dd62ab2942f72600877e9493cc715af5b4a03158f7cc180a3f0362ac7bc890
2493,1,16,39,58,71,2,17,44,59,69,3,18,LIBRE,54,75,6,26,43,47,62,9,25,40,46,73,1a9b3e749bd59a75a629ca05ae5262030b06eaa9ed84ddba40ed346edfdee472
2494,12,29,31,56,68,1,18,38,47,75,10,27,LIBRE,60,62,14,20,43,46,73,13,22,44,57,67,38aa66b5447f2a9104d68bcd11b9b6140f6c7bf83aef273dea3a538e52f04fae
2495,5,19,37,55,69,4,24,32,59,72,3,26,LIBRE,51,64,9,27,39,52,74,13,28,38,49,68,5fee9e6e5b6e6728ab56fda5d791371ecee7f6cbed6692abf76a0995f96cde21
2496,5,30,37,47,74,10,19,31,57,75,14,22,LIBRE,59,63,11,23,34,46,67,2,16,35,53,68,347909b3a55bfc1feea24ad92209f8f4486eaa10f9ae9a1bd65bc1e730278c7a
2497,14,30,44,60,71,2,20,40,48,61,12,27,LIBRE,52,63,6,29,42,56,70,15,17,39,54,65,e87116a06bf278ac69e9840a7739d9415fe2fd93426c2ed17b3b29e3573da54f
2498,1,16,42,55,72,8,27,36,52,65,2,21,LIBRE,56,63,7,17,32,49,64,6,28,38,51,66,3345212b915115b1f4c2c1063374c91a5ff4ae6f038d9b96b4237992a8862abd
2499,1,24,38,60,67,6,29,45,52,65,14,17,LIBRE,59,69,13,22,42,55,70,12,26,34,56,73,85d923575aa57a498a4de9f468674d3de4a904bc244a90111ea8583d650cb6d1
2500,15,27,45,54,64,1,17,37,49,73,12,25,LIBRE,53,72,6,28,31,47,67,10,26,32,48,62,9ec1c4df3fc0dcf3acb5b7e06abb5d9fae498ad8e03efe2657c3d92e7ec3eecc
2501,5,17,31,56,66,8,22,38,60,64,7,23,LIBRE,59,61,10,16,32,57,62,11,18,34,50,71,3ea71d535c50c16b1539bfe10085e5591a286464ab5c06af431ca50691c91239
2502,9,27,38,51,63,6,17,33,57,66,7,19,LIBRE,46,73,14,23,34,47,65,13,22,45,58,62,4eba2bd7efee4f7da5c1179d3d3ee98a9743713981be5459bec0581f442fa6a2
2503,14,18,32,51,63,9,19,40,48,64,15,25,LIBRE,47,66,1,23,44,49,62,4,28,35,46,71,4735913e45aee4576cb02eb68839437f6b53761f85362507d4233b672af7154f
2504,11,25,31,52,64,7,18,37,56,69,3,20,LIBRE,51,68,8,30,33,59,62,9,29,41,58,65,a4643f829adf92fd32827475246fc46a9fbc14d84427917266d5adafffd8e704
2505,14,19,41,52,68,2,29,31,49,74,8,24,LIBRE,54,65,5,16,40,47,62,10,25,42,56,71,8d3d3e2a89f362140a7c2269c478a10b8d3a89e142b0418e6ab40698fbfbb5c3
2506,6,24,34,56,66,5,28,43,52,62,1,25,LIBRE,47,75,10,20,38,55,67,12,27,41,53,61,d62d734d82e246d8a64ec609e1bb498cb02d5f8b60b38f865e1f104fd63efea8
2507,3,29,38,57,72,11,30,40,56,62,12,16,LIBRE,47,64,5,17,39,53,75,10,20,43,51,73,582796a23657eeebc011099827e6d2521d59104cfed6dd33bed6f3cbc1c2a3e6
2508,14,19,43,59,62,6,30,33,49,72,8,25,LIBRE,55,68,15,18,31,58,64,11,23,37,52,66,d55cb36ad722517136d492197dd22fc1aadcd7e28ea157c716c906a79271f8df
2509,7,19,35,60,73,8,23,37,59,61,14,30,LIBRE,50,74,13,28,45,58,66,4,18,39,49,63,ef0d6934d4681e97dae8971292f79470c193d5e7c5e6197666b99a854e00c09e
2510,1,28,34,55,71,11,26,40,49,64,6,19,LIBRE,56,69,3,27,32,59,63,2,24,37,53,74,7568d1796695539b8be94386afb21610e581c7dfa553fb8204392da2fa7a1dbd
2511,7,30,37,48,70,2,27,43,54,72,15,25,LIBRE,58,63,8,22,42,59,71,13,26,32,51,64,dee659721dd5850f3744829392bdd73cea662adf252ae5b789cff2467c63647d
2512,3,22,40,47,62,12,29,45,51,75,5,24,LIBRE,60,65,8,25,41,48,64,6,30,32,55,72,9c22bd4d09555a8166f0f480b4f693bac2bc84b49320893b56153d2c9c48aee1
2513,6,18,42,59,62,10,17,34,46,69,13,24,LIBRE,55,74,11,27,40,56,68,5,29,41,57,75,bc6e8b34a76d31f916c89cf5395f514144d94cb8d1d03f549b94a6fcc444bd5c
2514,9,30,45,50,66,1,29,38,57,74,2,28,LIBRE,53,65,5,25,32,55,68,8,22,42,51,67,79d5a4caccf0a15270226057443f0e1469ef1187f843223e4a56177f149bcf6d
2515,10,28,42,60,75,12,29,44,55,64,1,30,LIBRE,48,68,15,27,41,57,65,11,26,36,54,70,6c7dd44832dd8c5ad468e5ca76c52561509d4d1d41d7b83be5cc66d587e76ab5
2516,12,17,44,46,63,15,25,33,50,67,6,23,LIBRE,47,66,2,19,42,56,61,8,20,34,48,70,ab7731df055e7f075b85fb84f935bda1d85ff23f330179791a9bb98411522c41
2517,4,20,44,51,64,12,24,38,54,69,7,19,LIBRE,50,67,11,21,34,48,65,14,18,41,46,73,9869e8b0eecd075cec20114668c192b001b8192f9bc7957401f88ce84c184c02
2518,14,16,36,53,62,15,19,38,56,61,9,28,LIBRE,50,74,4,18,45,47,65,5,26,33,57,71,37291a3be37d25825fd85f9b2a75cec1b88c7cb843bb1af0d76df447f43b311c
2519,10,21,44,52,67,9,17,31,54,65,13,24,LIBRE,50,74,15,19,45,58,71,3,27,43,48,72,7d629e9e648bf8347c9b0c855b1433bd9eeb2e9eb815ffda16bbf089ca374cf3
2520,3,25,42,58,74,7,30,32,53,69,4,17,LIBRE,46,62,13,23,37,49,61,14,22,41,59,73,166ab1f5b7086153e4500d5d81bbb504d2f3574e437c2ca61a252829c8a9154a
2521,6,24,40,52,75,11,21,43,51,68,7,29,LIBRE,60,63,12,22,41,54,74,3,19,31,56,70,45e59191ba8bf51cdf4c75d832384134393a829bf49d2db1c366da3a6e4366f4
2522,11,19,32,48,62,14,28,31,50,69,6,18,LIBRE,56,73,5,26,33,49,71,4,16,34,54,72,5828544b91bbc7e79bac49f2b339238105633d08ee0c3255b31f7c176c36a3dc
2523,8,30,35,55,69,4,24,37,47,63,9,17,LIBRE,46,62,15,29,38,49,67,6,21,43,51,71,b6db8afa94d4dc45ca2e0af247c41146ac2d41751a5bdadc243bdbddf9aba4d1
2524,5,25,34,49,71,1,30,45,58,63,7,24,LIBRE,54,68,12,27,37,60,75,15,29,39,55,64,0f64de0b3d7bc0b77c6b3f12b1db6d9721fc8bedf6a53a6f3100db4bf71abad9
2525,5,18,31,48,63,7,29,45,53,61,4,20,LIBRE,55,75,9,26,32,58,73,13,21,43,51,71,ce2f64510da0730bfa305311c859be74af3b96922e22ec5374800b63244d1ef7
2526,9,21,42,49,63,10,16,41,47,74,3,25,LIBRE,52,65,8,24,33,54,66,15,18,31,50,62,73f854200dd7b75867b007f66a82455f89fd25f992bc2c3a1cbad800341b1f3d
2527,12,27,41,60,65,14,17,31,56,69,4,23,LIBRE,55,71,11,28,36,51,68,6,16,45,47,63,c60acd412f35e7cc7e7597faa73526eee0666ccdc4ae9bb5bfcea4aab70e594f
2528,7,22,31,47,69,2,27,42,60,62,10,26,LIBRE,48,63,15,20,39,54,66,14,19,40,53,64,d43f6c1854736f1cc0215d46d88b9ecb0740e088780e86fae0ec8659ed72215a
2529,5,18,41,58,73,1,27,34,60,75,7,21,LIBRE,56,72,12,29,42,47,66,6,20,31,59,69,ad4bd0303c30407d78fd9b46d12f7f6d8f13c214e1ab0cba308ebdc4b8d02f26
2530,4,27,37,52,70,9,24,40,54,69,10,18,LIBRE,51,71,6,16,45,58,63,7,21,31,50,72,d538f0b80823adfdd84ed74a4f80ff981855c4fc3eab9399ba8fb908740f73af
2531,5,26,44,53,64,8,28,42,59,65,10,23,LIBRE,60,68,13,16,31,54,61,14,22,45,56,71,8c6b50742fc98aaccc54527f7c659d35280fa514bff0c02a47178e691e909729
2532,10,22,45,54,67,11,24,44,52,73,9,27,LIBRE,59,66,4,21,31,60,62,2,16,43,58,72,564c5deafeae584b512ac80816450924de345bbed5e42eb012e9e18b2a56b256
2533,9,27,33,58,74,1,30,36,56,61,4,16,LIBRE,60,62,12,29,44,53,67,10,22,38,48,72,9a6579ebff2d08a24dde68fd3054c771344416f60ee3d44c4833336b24c84323
2534,3,21,31,53,72,2,17,42,49,62,8,23,LIBRE,48,64,1,30,41,54,70,15,27,37,52,71,f7b566a150fe275a9d2f07e33d13455b25d4b185fab1849deaf421e65a93ed82
2535,6,29,41,58,64,5,25,37,59,61,7,17,LIBRE,46,72,3,27,40,47,62,11,19,36,52,65,37df84bcfacc506aebe41c618c4ca0c2e9d78ef181e9d4bdf9c5aae13305ee65
2536,6,28,41,59,63,15,30,31,51,67,1,20,LIBRE,50,61,13,29,36,55,65,3,24,35,47,75,a6551d8152b99f9950243e64a74d7b032051140528ca3fce2fdd21fa1fe14d11
2537,5,20,35,58,70,12,21,34,51,64,9,28,LIBRE,55,71,1,22,40,60,65,7,16,37,59,74,306f226e39b6246770b4262816f7628e76073a8188be657812b9312739312b25
2538,11,30,42,52,61,6,23,43,55,64,8,19,LIBRE,49,70,12,17,44,57,66,14,24,36,50,73,07178747ec932fe112c5a24908464c186435fa8b6983b7439859135517659d5a
2539,9,27,34,48,61,6,29,39,57,63,1,17,LIBRE,52,71,2,21,31,60,75,11,25,42,54,73,85efae8457b44d5d8c245953899596b68f8e0b0f705de76e803cdc5b4be6c13d
2540,1,25,42,53,69,2,29,39,49,65,13,16,LIBRE,48,74,14,23,40,52,75,7,30,43,56,68,5c1099208c63c70585126368eec92874f4e7e7ed9dce95e43763530e06594ee7
2541,12,26,41,60,62,3,28,38,48,68,4,30,LIBRE,51,65,11,19,36,50,69,5,21,39,49,73,f09bd723849c12151641e9afe04e7a590544f55c25f9ebf9704e74deb2cdc8a3
2542,5,29,43,55,70,14,16,33,48,68,10,24,LIBRE,49,74,15,18,35,51,64,12,19,32,59,65,6b91df4f44e41ca32baa142adbaa951fa38be59a80ca1e0792e4c04926ba0832
2543,9,16,39,57,62,4,29,44,47,69,1,28,LIBRE,51,75,7,25,45,49,67,5,20,43,60,71,d5a4e3592b59c68a2196132b9403921d855cdbfb314fa17c79c194c1d1075574
2544,14,30,45,55,70,6,23,31,52,72,9,20,LIBRE,58,75,11,26,44,56,63,4,16,38,53,61,5b1c7dbf715f7446650772d8f5d0aa535308b2325a27ebf3e02a79b6fa6f7e7f
2545,10,16,36,50,73,3,28,40,49,63,11,20,LIBRE,47,69,1,18,45,53,61,2,27,42,54,68,a03c2429ef90d5a2c06e81f5770c3ddd0e572d2fd342f41a50ab58aeb1ac96fb
2546,6,21,40,55,61,4,25,38,51,71,5,19,LIBRE,60,70,3,17,35,59,74,13,16,39,50,73,aa570c67a3fdcb54f2c04ca759498cdfbcee284063b2da363301cc6d8019ce12
2547,10,16,42,55,74,15,24,41,50,70,5,25,LIBRE,54,69,6,18,31,56,65,9,17,32,47,72,4d2763ca2e87a2cc6f1ad453fd2a71278ce88135f3f444c41aa454a2f0c603c5
2548,12,16,35,56,72,5,23,44,51,74,10,29,LIBRE,49,67,3,28,33,50,64,9,27,38,53,75,13cd40499d8ab6f81401b8e1651293d2e305eefd080231c49938aa9a238b5b95
2549,15,18,43,48,62,8,22,41,46,64,4,25,LIBRE,52,63,7,27,33,49,72,12,19,40,55,75,5f2a2fa3bc5209b4b06a325ee3e838b4a902e2757e0e88be1ddc79cbdea8dd6d
2550,4,18,39,52,64,6,27,32,47,65,7,24,LIBRE,48,62,15,25,31,56,69,13,22,41,59,74,94bc49585b423b993a20fccfe78394d64b1515918f9fd02db6284aceb8cd1d96
2551,9,21,31,51,74,3,23,44,49,70,13,26,LIBRE,56,72,10,27,36,59,63,5,16,40,46,67,f99423cdd6258647469537c31cddeeb43ce9042d8a886e2d5abc036ea0464c35
2552,2,30,33,55,71,1,18,37,51,64,9,22,LIBRE,57,66,12,24,35,52,74,8,21,43,58,65,d3fca57821ef445fb6a28e54d84537ae3d55e6ec59944ba88c510bb329bf03fb
2553,6,20,42,48,70,8,25,36,51,61,13,29,LIBRE,46,74,5,26,40,59,64,15,17,45,50,66,f5de0e10014c39f488c8b984fe34a999b6fefefe54a857833bf0fe97e6565306
2554,11,25,43,60,75,6,28,44,55,65,8,21,LIBRE,54,70,4,17,36,48,74,14,23,31,59,63,e43cd1232d07ea1a0ddd3268bb3d902d379f424eece9eac3f4d2f0a7c34677d3
2555,12,25,32,48,69,1,21,34,58,73,9,29,LIBRE,57,65,14,23,44,59,68,7,19,36,52,67,727a9ac5023db79d752a7f9d349dfb66e54bbe1cd9dacc12aca29b5abe31f7c4
2556,4,20,45,46,75,14,21,36,58,64,11,28,LIBRE,53,65,13,27,43,48,73,12,23,41,55,62,2452e528bcdaff969ffe824b24e0064699f0b51fe99e60028a4f8cf002b1f086
2557,3,24,39,49,74,5,25,32,60,64,1,20,LIBRE,54,68,10,21,41,58,75,13,23,34,55,67,2c686170548442c77247327b4855e7eaa9aae7845de0607a0cafd326c42946bf
2558,10,30,33,52,70,6,26,39,49,61,5,24,LIBRE,51,72,11,21,41,53,74,8,18,37,58,73,05621e790f5f48a0e67686fb24a336cac722cddce57ce38668cd26612260241c
2559,11,21,39,52,65,9,28,43,48,75,4,24,LIBRE,57,70,8,16,40,47,64,7,27,32,51,72,daa782f88c94b0492dc8330da62bbe4b9186cd416f7434ea746e90c1a28be716
2560,4,23,37,52,74,5,24,34,51,73,2,18,LIBRE,53,65,15,20,32,47,71,8,17,41,54,69,a632cac63b51a2e0d72763ca5041d90162db7f7e9fb480c6571543a14d9ae3b7
2561,6,18,33,46,75,5,25,39,48,69,14,27,LIBRE,50,66,3,24,44,49,67,7,30,36,54,70,4a4d3511d0b4d49ac718bc7098db66a3aa5e89bc0e9bc2e8f0494028db47c516
2562,5,26,33,57,64,13,23,34,46,73,1,28,LIBRE,56,66,7,30,38,60,67,4,19,43,51,70,a2d5268a189f9657b48297f03cb825202cb0850fc2a7f991f394ea012436959b
2563,15,21,38,48,64,8,29,33,58,69,9,17,LIBRE,56,75,3,20,42,51,61,11,28,45,46,73,0a1b2a17c1f0629121349a1d38d8a74458255a9ef9dd0f0dc442e1b1da979ebd
2564,1,24,41,51,70,12,30,37,50,73,15,28,LIBRE,53,74,5,16,43,47,66,6,21,40,56,68,b7f7e8697c0f34298c651248b0f56d4e3a8f4d0c6acdb8dd77a162c1b8063780
2565,11,26,45,58,74,10,16,40,53,71,7,28,LIBRE,52,61,8,30,44,54,70,6,20,31,56,68,c1a62dd6344f63ef4cd575a9aefe53582e138c629215f9cab383e3ca9c09ecba
2566,1,26,45,59,75,6,25,38,56,71,15,23,LIBRE,46,69,9,19,35,60,64,14,28,41,54,74,46b951113c507321d76b5934b5f385c2b0e214f3d42d86bb5e6fd6938f6951ee
2567,2,17,43,53,68,7,24,34,56,66,9,22,LIBRE,52,72,13,23,36,48,62,1,29,33,59,65,359ebb4fed321d03ad079756a06105b8151c5246b6246d143544c1aa08b60fee
2568,1,22,34,51,65,5,18,32,55,68,14,27,LIBRE,59,75,9,24,39,50,62,6,20,35,53,64,268999705d9be32e5866c57c31a45b03e9c78a835aa66fc57645c196f2e8163f
2569,4,20,34,59,65,6,30,31,55,61,5,17,LIBRE,53,74,10,22,44,50,73,13,26,37,47,66,0d45e2ef0f7c988c8d3679f3773dbe66852e7aff3a5c395d496b8a0cb3a05640
2570,1,18,42,52,61,14,30,32,48,71,6,21,LIBRE,57,70,9,19,35,53,72,4,20,31,47,65,e64adcc9e9b53e3736cad71f43921ff78b781852d237a6980a980facbe7b66a4
2571,1,18,45,59,69,14,25,31,46,72,6,23,LIBRE,58,64,2,29,36,56,67,7,16,38,54,63,177463b96aedb1664a9d121f5504e3d392fcdb7d699db70aeadc75d474ce3cb6
2572,8,19,45,54,70,2,26,35,46,72,7,20,LIBRE,59,75,5,23,38,55,71,14,22,40,53,67,663e61d4e3f0ec22d645d1c3cd5935856239d02d719f3643ce881fc6ab4301e1
2573,14,19,41,47,64,3,22,39,56,71,15,28,LIBRE,48,74,11,21,33,49,68,10,30,34,46,62,28d28db6b1b58c85a583398f0321a07909a853006416b741e83c97203f586b00
2574,6,20,39,59,73,14,16,41,60,65,12,19,LIBRE,56,67,11,25,37,48,69,10,26,31,47,61,1f737a68e8ab3bbb2445b404aea24ac0a307c91180f5c90d505fd94568af7e5e
2575,8,30,40,53,68,12,24,35,54,62,11,27,LIBRE,50,66,2,20,31,55,72,15,21,36,57,71,bac9c93df406878e9bc11061508c5a88fd22a6bb19c859b9cd130881af390ba3
2576,1,22,44,57,72,11,23,35,56,66,4,17,LIBRE,60,69,14,26,43,54,73,5,27,41,51,74,44ac1d917f336d20d3a8ed58537b670ec6bbddd79c1ed0a743edcfe51a6f3d29
2577,7,27,45,60,62,9,23,33,55,75,1,30,LIBRE,53,70,13,19,34,54,63,3,24,35,49,67,f9a496d054456f466b4c3ee1d9d9cd16c1e5185aaa0d87b9db5eb8666b5bb810
2578,5,25,35,52,72,10,29,43,59,65,8,16,LIBRE,54,64,2,27,34,46,75,13,24,36,58,69,a94058f746896ec58a52bc5296cf0a64a482c547535c327a9c054defb38d87f5
2579,3,27,44,53,65,6,22,35,59,63,10,28,LIBRE,58,64,13,30,39,56,68,14,20,31,57,69,f921cf732e4e53b4d8226e24f7f66fc2d83fba60ef02ed7a674eb7073c3b6c4e
2580,14,24,43,48,65,13,29,32,53,62,1,27,LIBRE,56,72,5,17,36,47,67,12,22,37,58,69,8723b2de90000787a0a5dc4346c89e4b95495b2d0440e7ce643c633fcdd80dd6
2581,14,28,40,51,66,11,21,32,48,68,10,22,LIBRE,50,73,3,20,42,49,64,9,19,33,58,63,73959354a6b9f7f1cdc9ba392b7ebbc3b101370c219c0793e49ed578140191a3
2582,12,28,39,47,62,8,16,31,51,64,7,17,LIBRE,56,63,3,19,45,57,72,10,23,43,59,61,a21f525dc83dfcf0bb482ac822cc5818e8ddf904d711a4984c385e2744d49c08
2583,6,16,40,48,73,2,29,31,57,64,12,18,LIBRE,47,72,14,30,33,54,68,13,28,32,53,62,b2b36d88dea61a72a97e1d326d69bf31c22e4476007994acd172d90cce9f62d4
2584,11,26,31,53,64,7,24,37,52,66,10,19,LIBRE,50,72,3,29,32,46,61,8,27,36,48,74,cb0b0be31b27d7684b0d594ca58a8afbf8368fe362fbfa5dbcea8e929bdc6f09
2585,5,20,41,54,72,4,29,35,50,66,12,19,LIBRE,46,64,15,27,37,51,65,6,21,45,56,68,8be243f07f8537dad141ccb2167179519c2de3a71dde004f3e4961155ed8deea
2586,10,17,32,58,62,8,21,41,56,64,2,18,LIBRE,51,68,9,22,33,54,75,11,23,35,48,70,991146f1ddb4cd5ebbcfdf837f38059962147b2bd68bf765c2867e323e9ba9f1
